Account,ShareOfChargesLOC,ShareOfFXLOC
ABD130668,72.9,48.6
ABD131878,27.34,38.88
ABD131878,27.34,38.88
ABD135454,78.37,625.73
ABD135454,78.37,625.73
ABD131823,91.84,4.84
ABD131537,23.78,55.66
ABD135618,26.96,14.38
ABD135618,26.96,14.38
ABD133199,71.7,47.92
ABD133199,71.7,47.92
ABD134585,133.4,29.04
ABD131197,87.33,99.43
ABD131197,87.33,99.43
ABD131977,25.7,18.23
ABD131977,25.7,18.23
ABD131230,0,60.5
ABD130800,72.6,50.82
ABD130800,72.6,50.82
ABD133946,0,6.08
ABD132428,117.85,32.94
ABD133353,81.98,4.88
ABD130239,23.97,37.82
ABD134222,136.69,167.67
ABD134222,136.69,167.67
ABD133243,104.05,85.06
ABD133243,104.05,85.06
ABD131791,94.41,34.02
ABD131791,94.41,34.02
ABD136785,26.96,152.15
ABD136785,26.96,152.15
ABD135234,101.53,113.81
ABD135234,101.53,113.81
ABD135278,104.05,404.92
ABD135278,104.05,404.92
ABD136729,143.76,162.93
ABD136729,143.76,162.93
ABD130217,48.1,2.42
ABD130415,26.96,116.21
ABD130415,26.96,116.21
ABD132846,23.87,134.87
ABD131537,137.07,41.48
ABD130239,27.23,30.25
ABD130239,27.23,30.25
ABD132109,262.81,1541.54
ABD132109,262.81,1541.54
ABD130646,87.33,46.72
ABD130646,87.33,46.72
ABD135168,143.76,4.79
ABD135168,143.76,4.79
ABD130196,435.6,1226.94
ABD130196,435.6,1226.94
ABD133463,73.51,30.25
ABD133463,73.51,30.25
ABD131812,88.41,0
ABD131812,88.41,0
ABD134408,104.05,107.82
ABD134408,104.05,107.82
ABD132484,26.96,37.14
ABD132484,26.96,37.14
ABD131922,26.96,33.54
ABD131922,26.96,33.54
ABD135904,99.46,3.63
ABD135904,99.46,3.63
ABD134156,26.96,74.28
ABD134156,26.96,74.28
ABD133935,125.79,26.36
ABD133935,125.79,26.36
ABD133463,0,-3.63
ABD133463,0,-3.63
ABD133858,82.84,112.61
ABD133858,82.84,112.61
ABD133232,0,98.01
ABD131625,51.73,14.52
ABD134684,98.48,1.2
ABD134684,98.48,1.2
ABD130855,80.74,35.24
ABD133474,72.6,48.4
ABD133474,72.6,48.4
ABD136291,63.54,3.6
ABD132583,23.78,52.03
ABD132879,57.86,15.57
ABD132879,57.86,15.57
ABD130855,52.11,136.57
ABD130855,52.11,136.57
ABD132484,125.21,15.8
ABD132484,125.21,15.8
ABD131032,143.76,41.93
ABD131032,143.76,41.93
ABD132781,23.78,116.16
ABD131856,91.13,3.65
ABD131856,91.13,3.65
ABD135278,105.52,252.72
ABD130316,90.75,55.66
ABD130316,90.75,55.66
ABD132440,141.24,172.53
ABD133892,106.14,63.44
ABD130602,72.6,76.23
ABD131890,131.22,30.38
ABD136103,0,57.5
ABD136103,0,57.5
ABD132208,65.77,8.39
ABD132208,65.77,8.39
ABD134826,93.13,4.86
ABD132967,23.58,54
ABD132572,104.4,178.8
ABD132912,74.42,36.3
ABD132011,168.66,578.4
ABD131009,64.33,20.66
ABD131009,64.33,20.66
ABD134639,26.96,37.14
ABD134639,26.96,37.14
ABD131373,106.14,75.64
ABD137049,89.12,486.78
ABD133100,23.87,72.9
ABD131713,23.87,15.8
ABD130031,104.05,805.06
ABD130031,104.05,805.06
ABD130965,106.14,74.42
ABD131669,105.71,10.94
ABD131669,16.17,28.75
ABD131669,16.17,28.75
ABD134529,105.96,67.1
ABD133737,105.27,127.05
ABD133737,105.27,127.05
ABD130822,26.96,51.51
ABD130822,26.96,51.51
ABD134123,26.96,37.14
ABD134123,26.96,37.14
ABD134419,73.2,53.68
ABD131065,0,60.75
ABD132769,88.39,47.19
ABD134518,74.05,4.84
ABD134738,0,117.12
ABD135410,0,176.66
ABD134419,51.61,1.22
ABD132077,13.67,24.3
ABD132077,13.67,24.3
ABD130822,63.54,32.4
ABD130349,63.43,21.56
ABD130349,63.43,21.56
ABD132396,179.7,132.98
ABD136345,83.67,1.21
ABD133166,57.86,27.55
ABD133166,57.86,27.55
ABD135212,26.96,29.95
ABD135212,26.96,29.95
ABD130536,23.87,69.26
ABD131241,105.27,203.28
ABD134804,104.05,62.3
ABD134804,104.05,62.3
ABD131076,26.96,26.36
ABD131076,26.96,26.36
ABD131175,73.93,-78.08
ABD134826,85.84,94.77
ABD134826,85.84,94.77
ABD130558,26.96,146.16
ABD130558,26.96,146.16
ABD133441,18.87,38.34
ABD133441,18.87,38.34
ABD131878,123.45,10.78
ABD131878,123.45,10.78
ABD134332,0,104.06
ABD133320,105.79,48.64
ABD130206,75.03,18.3
ABD135618,88.41,0
ABD135618,88.41,0
ABD130932,27.34,57.11
ABD130932,27.34,57.11
ABD132484,0,19.44
ABD132484,0,19.44
ABD133946,0,18.15
ABD134992,134.78,197.67
ABD134992,134.78,197.67
ABD130932,72.6,61.71
ABD133979,259.52,1504.17
ABD134804,179.7,132.98
ABD134804,179.7,132.98
ABD130800,0,45.98
ABD131692,105.71,200.48
ABD132000,26.96,59.9
ABD130701,99.46,6.05
ABD137159,47.62,2.4
ABD137159,47.62,2.4
ABD131922,143.07,122.72
ABD132066,104.05,62.3
ABD132066,104.05,62.3
ABD133320,384.73,-60.75
ABD132055,27.23,85.91
ABD132055,27.23,85.91
ABD134288,245.57,84.7
ABD130459,156.7,-9.58
ABD130459,156.7,-9.58
ABD132583,26.96,33.54
ABD132583,26.96,33.54
ABD131537,88.39,14.52
ABD131537,88.39,14.52
ABD131197,27.23,18.15
ABD131197,27.23,18.15
ABD134749,83.2,93.44
ABD134749,83.2,93.44
ABD133111,73.14,1.2
ABD133111,73.14,1.2
ABD132000,91.5,24.4
ABD133397,76.96,94.38
ABD135113,185.49,38.72
ABD131087,26.96,26.36
ABD131087,26.96,26.36
ABD133683,90.75,45.98
ABD135827,27.23,32.67
ABD133441,181.5,476.74
ABD133364,379.88,2081.2
ABD133364,379.88,2081.2
ABD132637,74.36,17.01
ABD130053,23.78,87.12
ABD134606,64.7,227.21
ABD130822,71.7,56.31
ABD130822,71.7,56.31
ABD131339,78.77,127.05
ABD131339,78.77,127.05
ABD132703,74.42,30.4
ABD130822,72.9,72.9
ABD130822,72.9,72.9
ABD134563,89.12,152.5
ABD132495,25.7,51.03
ABD132495,25.7,51.03
ABD132385,39.55,3.65
ABD132385,39.55,3.65
ABD134596,23.58,10.8
ABD133441,76.37,-3.59
ABD133441,76.37,-3.59
ABD135993,23.87,24.3
ABD130800,27.23,3.63
ABD131966,287.86,130.68
ABD134178,135.94,0
ABD134178,135.94,0
ABD131571,27.23,37.51
ABD131571,27.23,37.51
ABD134068,23.87,86.27
ABD132253,0,51.03
ABD130471,26.96,26.36
ABD130471,26.96,26.36
ABD130206,23.78,50.82
ABD134002,88.76,123.93
ABD135234,0,135.52
ABD134024,26.96,53.91
ABD134024,26.96,53.91
ABD130833,88.41,-7.19
ABD130833,88.41,-7.19
ABD131713,74.42,29.04
ABD132846,23.97,74.42
ABD136224,252.29,1454.42
ABD131449,64.07,6.05
ABD130822,105.71,80.19
ABD133771,142.38,70.8
ABD134376,26.96,3.59
ABD134376,26.96,3.59
ABD131274,105.71,714.42
ABD133232,107.1,20.4
ABD131878,1507.75,1242.95
ABD136125,37.18,31.59
ABD131153,137.11,29.95
ABD131153,137.11,29.95
ABD134310,72.9,8.51
ABD132110,26.96,83.86
ABD132110,26.96,83.86
ABD133209,105.71,844.43
ABD130316,77.46,10.94
ABD130316,77.46,10.94
ABD133979,114.82,20.66
ABD133979,114.82,20.66
ABD134783,176.65,555.87
ABD134783,176.65,555.87
ABD134772,23.78,268.62
ABD132275,26.96,63.49
ABD132275,26.96,63.49
ABD136664,183,54.9
ABD132055,399.3,88.33
ABD132055,399.3,88.33
ABD132637,88.76,57.11
ABD131373,87.33,65.89
ABD131373,87.33,65.89
ABD130822,64.6,19.52
ABD134518,71.7,28.75
ABD134518,71.7,28.75
ABD132758,89.12,236.68
ABD133946,0,77.76
ABD130921,90.57,5.99
ABD130921,90.57,5.99
ABD131032,49.75,26.73
ABD131032,49.75,26.73
ABD130459,157.42,-13.18
ABD130459,157.42,-13.18
ABD131614,0,97.2
ABD130745,27.34,64.4
ABD130745,27.34,64.4
ABD130569,98.48,2.4
ABD130569,98.48,2.4
ABD130558,26.96,50.32
ABD130558,26.96,50.32
ABD137049,99.96,7.3
ABD134453,304.54,147.02
ABD134453,304.54,147.02
ABD134277,64.07,13.31
ABD134277,64.07,13.31
ABD132561,88.39,47.19
ABD134859,83.38,10.78
ABD134859,83.38,10.78
ABD130558,26.96,38.34
ABD130558,26.96,38.34
ABD130415,105.52,83.84
ABD130415,105.52,83.84
ABD137027,115.07,154.88
ABD130174,91.5,28.06
ABD134068,47.21,29.28
ABD132594,146.22,-51.24
ABD134804,143.76,95.84
ABD134804,143.76,95.84
ABD136037,106.14,417.24
ABD132000,72.78,2.4
ABD132000,72.78,2.4
ABD131317,23.58,37.2
ABD133991,105.27,266.2
ABD130217,93.26,11.98
ABD130217,93.26,11.98
ABD130558,23.89,24.32
ABD130558,23.87,51.03
ABD130075,64.07,26.62
ABD136927,105.09,302.5
ABD134585,142.88,-21.87
ABD134585,142.88,-21.87
ABD134376,0,70.76
ABD136729,65.77,8.39
ABD136729,65.77,8.39
ABD132505,105.09,56.87
ABD133386,91.13,114.21
ABD133386,91.13,114.21
ABD130921,137.6,29.16
ABD130921,137.6,29.16
ABD130965,105.71,284.31
ABD132066,64.33,68.04
ABD131801,72.6,56.87
ABD130921,73.2,58.56
ABD133199,26.96,37.14
ABD133199,26.96,37.14
ABD131450,124.69,22.99
ABD131450,124.69,22.99
ABD130701,23.78,99.22
ABD133913,26.96,38.34
ABD133913,26.96,38.34
ABD133375,64.07,21.78
ABD130646,72.78,4.79
ABD130646,72.78,4.79
ABD130668,23.87,48.6
ABD133935,128.1,28.06
ABD134541,71.7,32.35
ABD134541,71.7,32.35
ABD130800,23.97,98.82
ABD130206,181.5,43.56
ABD131845,104.05,62.3
ABD131845,104.05,62.3
ABD136949,27.23,56.87
ABD136949,27.23,56.87
ABD131944,78.53,1410.05
ABD131944,78.53,1410.05
ABD132549,0,30.25
ABD132626,23.97,48.8
ABD130570,241.34,-14.38
ABD132000,128.1,21.96
ABD130558,23.58,37.2
ABD131603,1229.15,846.99
ABD131603,1229.15,846.99
ABD134431,23.78,193.6
ABD131032,143.76,14.38
ABD131032,143.76,14.38
ABD132484,23.97,64.66
ABD132802,27.23,19.36
ABD132802,27.23,19.36
ABD130503,105.52,80.19
ABD131669,71.88,45.52
ABD131669,71.88,45.52
ABD135289,0,12.1
ABD130691,571.45,511.55
ABD130691,571.45,511.55
ABD131779,40.1,91.13
ABD136839,26.96,26.36
ABD136839,26.96,26.36
ABD133771,46.9,71.88
ABD133771,46.9,71.88
ABD133539,72.6,53.24
ABD133539,72.6,53.24
ABD133858,89.85,45.52
ABD133858,89.85,45.52
ABD131823,25.7,53.46
ABD134464,262.9,1533.44
ABD134464,262.9,1533.44
ABD131164,382,313.47
ABD131164,382,313.47
ABD134486,126.66,83.84
ABD134486,126.66,83.84
ABD133386,71.7,43.13
ABD133386,71.7,43.13
ABD134332,125.79,15.57
ABD134332,125.79,15.57
ABD135827,88.39,106.48
ABD135827,88.39,106.48
ABD134738,379.99,319.55
ABD133704,83.38,7.19
ABD133704,83.38,7.19
ABD135191,74.23,7.26
ABD136291,63.54,6
ABD130668,90.93,4.79
ABD130668,90.93,4.79
ABD136949,592.83,530.71
ABD136949,592.83,530.71
ABD134266,27.23,93.17
ABD134266,27.23,93.17
ABD131197,27.23,37.51
ABD131197,27.23,37.51
ABD135432,26.96,137.77
ABD135432,26.96,137.77
ABD134738,326.7,304.92
ABD134738,326.7,304.92
ABD133913,27.23,33.88
ABD133913,27.23,33.88
ABD132956,0,99.63
ABD132956,0,99.63
ABD134321,71.7,95.84
ABD134321,71.7,95.84
ABD134189,23.87,52.25
ABD131120,143.58,5.99
ABD131120,143.58,5.99
ABD136949,526.89,309.76
ABD136949,526.89,309.76
ABD132330,58.87,4.86
ABD134266,23.87,69.26
ABD134332,106.14,76.86
ABD130206,82.56,83.84
ABD130558,63.43,22.76
ABD130558,63.43,22.76
ABD132220,0,67.1
ABD135618,71.7,32.35
ABD135618,71.7,32.35
ABD134123,26.96,29.95
ABD134123,26.96,29.95
ABD134772,105.27,41.14
ABD134772,105.27,41.14
ABD132088,86.94,1.21
ABD132088,86.94,1.21
ABD134727,30.96,74.4
ABD132253,105.27,111.32
ABD132253,105.27,111.32
ABD131944,105.09,62.92
ABD131944,105.09,62.92
ABD130767,91.5,46.36
ABD134552,592.83,530.71
ABD134552,592.83,530.71
ABD134079,263.72,1653.62
ABD134079,263.72,1653.62
ABD133793,72.78,17.97
ABD130107,82.35,-26.84
ABD136114,88.76,47.39
ABD136763,122.21,21.89
ABD131955,105.27,203.28
ABD130415,27.34,26.73
ABD130415,27.34,26.73
ABD132495,74.05,2.42
ABD135322,179.7,41.93
ABD135322,179.7,41.93
ABD130163,57.72,90.75
ABD130075,105.71,102.06
ABD130569,58.26,50.82
ABD130569,58.26,50.82
ABD133528,89.12,96.38
ABD131032,107.24,37.82
ABD134552,23.87,64.4
ABD131087,73.69,22.99
ABD131087,73.69,22.99
ABD130350,104.05,942.83
ABD130350,104.05,942.83
ABD133496,746.5,505.44
ABD133496,746.5,505.44
ABD130635,51.61,25.62
ABD130998,112.27,26.73
ABD130998,112.27,26.73
ABD133946,72.6,58.08
ABD135322,0,208.98
ABD135322,0,208.98
ABD134190,145.56,68.97
ABD132868,179.7,7.19
ABD132868,179.7,7.19
ABD130240,675.67,39.53
ABD130240,675.67,39.53
ABD132385,179.7,398.93
ABD132385,179.7,398.93
ABD132000,143.76,51.51
ABD132000,143.76,51.51
ABD134541,72,46.8
ABD134277,64.33,21.87
ABD133836,637.88,1139.67
ABD131032,323.46,386.95
ABD131032,323.46,386.95
ABD133474,105.52,61.97
ABD134002,71.7,56.31
ABD134002,71.7,56.31
ABD130558,27.23,50.82
ABD130558,27.23,50.82
ABD131922,26.96,33.54
ABD131922,26.96,33.54
ABD131603,90.75,13.31
ABD130031,136.69,168.89
ABD130646,125.21,12.15
ABD130646,125.21,12.15
ABD131274,67.98,14.58
ABD131274,67.98,14.58
ABD130107,181.5,89.54
ABD130800,26.96,37.14
ABD130800,26.96,37.14
ABD133946,23.87,38.88
ABD133528,105.52,103.28
ABD133528,105.52,103.28
ABD130217,104.05,106.62
ABD130217,104.05,106.62
ABD133243,145.56,6.05
ABD130459,86.97,2.4
ABD131911,91.13,66.83
ABD131911,91.13,66.83
ABD135553,26.96,83.86
ABD135553,26.96,83.86
ABD136334,88.76,151.88
ABD136334,88.76,151.88
ABD130558,72.6,107.69
ABD134684,63.43,5.99
ABD134684,63.43,5.99
ABD137379,23.87,37.67
ABD132626,0,17.01
ABD131087,71.7,13.18
ABD131087,71.7,13.18
ABD134046,104.05,107.82
ABD134046,104.05,107.82
ABD134068,381.15,35.09
ABD131339,90.4,8.51
ABD131339,90.4,8.51
ABD131977,82.04,-38.72
ABD130185,37.38,129.38
ABD130185,37.38,129.38
ABD131119,67.57,-2.4
ABD131119,67.57,-2.4
ABD132682,96.62,-14.64
ABD131197,105.09,56.87
ABD133913,26.96,29.95
ABD133913,26.96,29.95
ABD137324,133.16,-9.58
ABD137324,133.16,-9.58
ABD134585,25.7,185.9
ABD134585,25.7,185.9
ABD131560,16.17,1.2
ABD131560,16.17,1.2
ABD130262,143.76,45.52
ABD130262,143.76,45.52
ABD134585,132.26,-23.96
ABD134585,132.26,-23.96
ABD134376,94.41,15.8
ABD132505,115.98,-2.42
ABD132505,115.98,-2.42
ABD136729,0,-6.05
ABD136729,0,-6.05
ABD133924,105.52,94.77
ABD133429,90.93,2.4
ABD133429,90.93,2.4
ABD133463,82.95,1.21
ABD132660,87.33,156.94
ABD132660,87.33,156.94
ABD134046,529.07,311.04
ABD134046,529.07,311.04
ABD130855,27.23,124.63
ABD130855,27.23,124.63
ABD130866,73.14,-24.2
ABD130866,73.14,-24.2
ABD136411,105.27,219.01
ABD136411,105.27,219.01
ABD132956,145.2,18.15
ABD130888,182.25,223.56
ABD130888,182.25,223.56
ABD136729,145.8,10.94
ABD136729,145.8,10.94
ABD130514,257.85,1504.26
ABD133913,0,51.03
ABD133913,0,51.03
ABD132516,95.04,7.2
ABD130822,72.9,58.32
ABD134639,90.75,20.57
ABD131560,0,2.43
ABD136521,27.23,33.88
ABD136521,27.23,33.88
ABD131373,88.39,66.55
ABD135894,143.76,45.52
ABD135894,143.76,45.52
ABD132505,87.33,204.86
ABD132505,87.33,204.86
ABD134727,106.51,42.7
ABD131263,103.82,16.94
ABD136554,91.84,0
ABD136554,91.84,0
ABD132275,71.7,57.5
ABD132275,71.7,57.5
ABD131274,105.52,551.61
ABD131274,105.52,551.61
ABD135827,87.33,348.62
ABD135827,87.33,348.62
ABD135553,27.23,67.76
ABD135553,27.23,67.76
ABD130965,72.6,18.15
ABD133386,23.78,72.6
ABD130921,63.43,17.97
ABD130921,63.43,17.97
ABD132615,0,58.32
ABD133320,258.98,1511.46
ABD130581,90.93,127.05
ABD130581,90.93,127.05
ABD132626,106.14,391.62
ABD132132,92.4,9.72
ABD130558,26.96,50.32
ABD130558,26.96,50.32
ABD132637,182.25,137.3
ABD132637,182.25,137.3
ABD132187,23.87,26.73
ABD133485,64.07,39.93
ABD130888,143.76,45.52
ABD130888,143.76,45.52
ABD130239,73.14,8.39
ABD130239,73.14,8.39
ABD134497,62.51,17.01
ABD134497,62.51,17.01
ABD130217,87.33,310.28
ABD130217,87.33,310.28
ABD131087,23.97,69.54
ABD130723,74.66,51.24
ABD130273,74.54,10.94
ABD131922,95.68,-13.37
ABD132187,143.76,16.77
ABD132187,143.76,16.77
ABD136477,88.76,23.09
ABD136477,88.76,23.09
ABD132989,63.43,26.36
ABD132989,63.43,26.36
ABD136532,87.33,19.17
ABD136532,87.33,19.17
ABD134408,0,60.5
ABD135289,55.17,3.59
ABD135289,55.17,3.59
ABD130415,74.78,4.86
ABD131351,96.12,105.79
ABD131669,26.96,111.41
ABD131669,26.96,111.41
ABD131780,27.23,26.62
ABD131780,27.23,26.62
ABD130833,63.24,13.37
ABD130833,63.24,13.37
ABD131131,91.13,43.74
ABD131131,91.13,43.74
ABD130833,40.29,59.29
ABD130833,40.29,59.29
ABD131339,193.73,-34.02
ABD133913,71.7,95.84
ABD133913,71.7,95.84
ABD135212,99.46,7.26
ABD135212,99.46,7.26
ABD135740,104.05,203.66
ABD135740,104.05,203.66
ABD132703,23.87,44.96
ABD135311,603.9,2908.48
ABD133584,91.84,3.63
ABD133584,91.84,3.63
ABD134354,74.66,12.2
ABD137083,82.76,-29.04
ABD134222,66.25,9.68
ABD133441,26.24,37.14
ABD133441,26.24,37.14
ABD130558,63.34,6.05
ABD131009,27.34,55.89
ABD131009,27.34,55.89
ABD133737,26.96,29.95
ABD133737,26.96,29.95
ABD134123,27.23,59.29
ABD132109,261.46,1525.05
ABD132109,261.46,1525.05
ABD130855,88.39,303.71
ABD130602,26.96,17.97
ABD130602,26.96,17.97
ABD134518,262.63,1531.86
ABD134518,262.63,1531.86
ABD137302,84,-43.92
ABD136257,23.87,76.55
ABD131197,23.87,35.24
ABD130921,73.69,30.25
ABD130921,73.69,30.25
ABD132154,262.36,1520.26
ABD132154,262.36,1520.26
ABD132583,105.71,171.32
ABD132583,105.71,171.32
ABD131207,74.05,18.15
ABD132671,164.96,135.37
ABD132671,164.96,135.37
ABD130800,158.5,86.26
ABD130800,158.5,86.26
ABD133386,26.96,49.12
ABD133386,26.96,49.12
ABD132703,42.09,161.04
ABD130646,278.16,275.72
ABD131164,67.34,110.11
ABD131164,67.34,110.11
ABD134332,23.97,30.5
ABD132736,106.14,203.74
ABD130800,91.29,-3.63
ABD130800,91.29,-3.63
ABD130075,64.33,31.59
ABD130075,64.33,31.59
ABD131032,168.84,621.6
ABD130602,73.81,25.52
ABD130602,73.81,25.52
ABD130921,72.9,58.32
ABD130921,72.9,58.32
ABD131416,26.96,37.14
ABD131416,26.96,37.14
ABD132648,0,68.04
ABD132648,0,68.04
ABD130217,25.7,215.06
ABD130217,25.7,215.06
ABD133386,158.01,262.44
ABD134507,105.71,156.74
ABD133056,121.06,343.64
ABD136686,123.45,17.97
ABD136686,123.45,17.97
ABD134486,141.06,116.64
ABD134079,258.61,1509.03
ABD130284,105.52,174.96
ABD130822,26.96,21.56
ABD130822,26.96,21.56
ABD134826,261.71,1526.04
ABD134826,261.71,1526.04
ABD131669,87.33,190.48
ABD131669,87.33,190.48
ABD130536,94.68,9.6
ABD131065,105.52,49.82
ABD131791,88.77,74.28
ABD131791,88.77,74.28
ABD132297,105.09,395.67
ABD133441,0,23.09
ABD130536,88.39,39.93
ABD130987,65.7,-6.05
ABD135728,72.6,45.98
ABD130712,0,60.8
ABD131922,91.11,-15.57
ABD131922,91.11,-15.57
ABD132033,23.97,64.66
ABD132626,105.96,445.3
ABD130240,123.45,17.97
ABD130240,123.45,17.97
ABD133968,75.29,-35.94
ABD133968,75.29,-35.94
ABD135971,23.97,56.12
ABD131823,26.96,45.52
ABD131823,26.96,45.52
ABD131317,272.25,56.87
ABD131373,27.23,22.99
ABD131373,27.23,22.99
ABD135003,106.14,480.68
ABD130866,95.47,25.41
ABD137313,84.76,9.68
ABD131735,66.13,44.33
ABD131735,66.13,44.33
ABD130965,23.97,56.12
ABD133441,138.33,147.02
ABD133441,138.33,147.02
ABD131197,26.96,50.32
ABD131197,26.96,50.32
ABD133429,26.96,67.09
ABD133429,26.96,67.09
ABD130921,23.58,38.4
ABD133858,50.14,64.69
ABD133858,50.14,64.69
ABD133683,91.13,40.1
ABD133683,91.13,40.1
ABD131999,65.79,37.67
ABD131999,65.79,37.67
ABD134288,143.76,40.73
ABD134288,143.76,40.73
ABD136994,74.05,9.68
ABD130822,26.96,45.52
ABD130822,26.96,45.52
ABD133562,72.6,71.39
ABD130635,0,102.85
ABD132682,38.84,3.63
ABD132682,38.84,3.63
ABD131900,74.66,50.02
ABD131120,72.96,116.74
ABD131878,26.96,45.52
ABD131878,26.96,45.52
ABD130800,23.58,38.4
ABD132109,71.88,51.51
ABD132109,71.88,51.51
ABD135069,91.13,9.72
ABD135069,91.13,9.72
ABD130383,94.41,64.4
ABD130383,94.41,64.4
ABD130756,88.76,44.96
ABD133935,76.37,-1.2
ABD133935,76.37,-1.2
ABD132385,65.06,53.46
ABD130932,91.11,78.65
ABD130932,91.11,78.65
ABD135278,72.6,136.73
ABD135278,72.6,136.73
ABD132615,106.14,203.74
ABD131988,91.29,65.34
ABD131988,91.29,65.34
ABD133924,36,1.2
ABD131669,87.33,455.24
ABD131669,87.33,455.24
ABD131416,180,22.8
ABD131856,90.75,36.3
ABD131856,90.75,36.3
ABD130404,73.44,6
ABD134277,0,46.17
ABD134826,65.06,29.16
ABD131889,91.85,32.81
ABD131889,91.85,32.81
ABD132220,23.87,72.9
ABD131999,88.76,52.25
ABD135113,74.18,26.73
ABD134563,0,90.75
ABD131274,87.33,231.21
ABD131274,87.33,231.21
ABD130569,67.98,6.08
ABD130569,67.98,6.08
ABD131603,63.61,30.38
ABD131603,63.61,30.38
ABD130822,72.9,42.53
ABD130822,72.9,42.53
ABD134123,23.78,37.51
ABD134123,71.7,22.76
ABD134123,71.7,22.76
ABD133892,113.83,17.08
ABD130503,74.66,2.44
ABD132868,90.75,45.98
ABD136268,90.57,-4.79
ABD136268,90.57,-4.79
ABD131560,169.88,66.55
ABD134309,72.6,237.16
ABD130536,73.2,15.86
ABD135069,253.17,1459.2
ABD130383,27.23,44.77
ABD132538,0,3.65
ABD130822,87.33,46.72
ABD130822,87.33,46.72
ABD135960,82.01,3.65
ABD132693,224.09,197.67
ABD132693,224.09,197.67
ABD133584,179.7,16.77
ABD133584,179.7,16.77
ABD131483,0,54.68
ABD130800,23.78,9.68
ABD131009,71.7,37.14
ABD131009,71.7,37.14
ABD130646,71.7,57.5
ABD130646,71.7,57.5
ABD136136,0,46.36
ABD130042,26.96,32.35
ABD130042,26.96,32.35
ABD130657,142.34,140.94
ABD130240,104.05,75.47
ABD130240,104.05,75.47
ABD130503,104.4,79.2
ABD130581,63.54,19.2
ABD131108,145.8,42.53
ABD130910,326.7,72.6
ABD133441,143.76,221.63
ABD133441,143.76,221.63
ABD130668,63.43,50.32
ABD130668,63.43,50.32
ABD130404,145.25,10.94
ABD130822,27.23,7.26
ABD130855,135.41,-9.72
ABD130855,135.41,-9.72
ABD130262,103.15,-31.59
ABD134222,145.92,109.44
ABD135267,143.76,10.78
ABD135267,143.76,10.78
ABD131878,125.21,12.15
ABD130691,72.9,87.48
ABD130691,72.9,87.48
ABD136664,181.5,-15.73
ABD132275,72.9,47.39
ABD132275,72.9,47.39
ABD133924,87.33,51.51
ABD133924,87.33,51.51
ABD133528,104.05,197.67
ABD133528,104.05,197.67
ABD131087,27.23,50.82
ABD134969,48.11,3.65
ABD134969,48.11,3.65
ABD131670,62.62,49.61
ABD131670,62.62,49.61
ABD133913,0,35.09
ABD131966,149.15,13.18
ABD131966,149.15,13.18
ABD132484,71.7,22.76
ABD132484,71.7,22.76
ABD130174,106.14,53.68
ABD134222,70.2,15.6
ABD132648,74.05,143.99
ABD131735,26.96,27.55
ABD131735,26.96,27.55
ABD131801,26.96,35.94
ABD131801,26.96,35.94
ABD130624,453.75,150.04
ABD130624,453.75,150.04
ABD131537,77.46,3.65
ABD131537,77.46,3.65
ABD130558,96.38,-7.26
ABD131108,143.76,378.57
ABD131108,143.76,378.57
ABD130558,63.54,14.4
ABD133429,35.94,-2.4
ABD133429,35.94,-2.4
ABD130822,23.87,3.65
ABD130558,26.96,37.14
ABD130558,26.96,37.14
ABD131625,63.34,27.83
ABD131625,63.34,27.83
ABD134178,56.27,3.63
ABD134178,56.27,3.63
ABD131010,223.62,155.52
ABD131010,223.62,155.52
ABD135773,143.76,136.57
ABD135773,143.76,136.57
ABD135629,143.76,17.97
ABD135629,143.76,17.97
ABD130822,23.78,33.88
ABD130493,0,39.04
ABD132187,124.69,10.89
ABD132187,124.69,10.89
ABD130855,140.51,144.59
ABD130822,64.33,13.37
ABD131274,72.78,17.97
ABD131274,72.78,17.97
ABD135850,107.28,80.27
ABD130800,27.23,47.19
ABD133913,64.33,6.08
ABD133913,64.33,6.08
ABD131735,72.9,89.91
ABD131021,24.14,43.56
ABD130273,105.27,62.92
ABD130273,105.27,62.92
ABD131977,274.43,290.4
ABD130163,159.29,382.73
ABD130163,159.29,382.73
ABD131845,65.61,2.43
ABD131845,65.61,2.43
ABD134332,27.23,417.45
ABD131306,915,154.94
ABD131878,77.09,47.92
ABD131878,77.09,47.92
ABD131780,112.49,179.7
ABD131780,112.49,179.7
ABD134530,73.32,39.53
ABD134530,73.32,39.53
ABD130680,0,99.43
ABD130680,0,99.43
ABD134639,23.97,7.32
ABD130426,56.25,-3.59
ABD130426,56.25,-3.59
ABD130383,27.23,29.04
ABD130383,27.23,29.04
ABD133012,143.76,386.95
ABD133012,143.76,386.95
ABD131043,90,13.2
ABD130536,88.57,23.09
ABD130536,88.57,23.09
ABD130415,105.52,109.35
ABD130415,105.52,109.35
ABD133683,71.88,-15.57
ABD133683,71.88,-15.57
ABD134091,66.79,47.19
ABD134091,66.79,47.19
ABD130217,104.05,93.44
ABD130217,104.05,93.44
ABD136345,261.71,1517.54
ABD136345,261.71,1517.54
ABD133771,135.49,34.74
ABD131791,72.9,38.88
ABD131395,51.55,2.42
ABD132297,64.07,13.31
ABD134365,72.9,241.79
ABD131878,104.05,215.64
ABD131878,104.05,215.64
ABD133485,336.58,474.41
ABD133485,336.58,474.41
ABD135663,105.96,631.96
ABD131560,136.88,52.46
